"listGender","listGenderTreatment","directGender","attentionCheck","gender","education","age","ageGroup","selfPlacement","motherTongue","region","weight"
1,0,1,1,"Man","College",38,"30-39",7,"French","Quebec",2.65671775464549e-05
2,1,1,1,"Man","University degree",41,"40-49",6,"English","Ontario",1.69307726040069e-05
3,1,1,1,"Woman","University degree",59,"50-64",6,"English","Ontario",2.46564860830745e-05
2,1,1,1,"Woman","University degree",61,"50-64",7,"English","Quebec",4.62175400217646e-06
2,1,1,1,"Woman","University degree",37,"30-39",7,"Other language","Quebec",1.05995924029045e-05
3,1,1,1,"Man","University degree",78,"65+",4,"English","Ontario",1.06140214589656e-05
0,0,1,1,"Woman","University degree",73,"65+",9,"English","Ontario",1.77732377244499e-05
3,1,1,1,"Man","University degree",74,"65+",5,"Other language","Quebec",4.56395015069333e-06
1,0,1,1,"Woman","University degree",69,"65+",2,"English","Ontario",4.45522302234824e-05
3,1,1,1,"Woman","College",57,"50-64",5,"English","Ontario",7.60951022819034e-05
2,1,1,1,"Man","University degree",54,"50-64",6,"French","Quebec",7.18792465614904e-06
2,1,1,1,"Man","University degree",64,"50-64",3,"French","Quebec",7.18792465614904e-06
2,0,1,1,"Man","College",41,"40-49",2,"English","Ontario",0.000130980063901442
2,1,1,1,"Man","University degree",30,"30-39",4,"Other language","Quebec",5.1765898748668e-06
1,0,1,1,"Woman","University degree",66,"65+",7,"Other language","Quebec",7.64235980721395e-06
2,0,1,1,"Man","University degree",74,"65+",3,"Other language","Quebec",4.56395015069333e-06
2,1,1,1,"Man","University degree",43,"40-49",6,"English","West",1.60557129306182e-05
2,1,1,1,"Woman","College",43,"40-49",5,"Other language","Quebec",0.000114141030960857
1,1,1,1,"Woman","College",47,"40-49",5,"English","West",0.000100422442107173
2,0,1,1,"Woman","University degree",58,"50-64",6,"Other language","Quebec",1.06021053198901e-05
1,0,1,1,"Man","University degree",64,"50-64",2,"English","Ontario",2.51981900355469e-05
1,0,1,1,"Man","University degree",58,"50-64",8,"French","Quebec",7.18792465614904e-06
3,1,1,1,"Woman","College",69,"65+",7,"French","Quebec",4.74698887451552e-05
1,1,1,1,"Man","University degree",50,"50-64",4,"French","Quebec",7.11432615685403e-06
1,1,0,1,"Woman","University degree",44,"40-49",7,"English","West",3.2539079020788e-05
2,1,1,1,"Man","High school or below",44,"40-49",6,"French","Quebec",0.000105139055798009
2,0,1,1,"Woman","University degree",76,"65+",5,"Other language","Quebec",7.56410826174836e-06
1,0,1,1,"Woman","University degree",68,"65+",7,"English","West",1.3926125157937e-05
3,1,1,1,"Woman","High school or below",61,"50-64",8,"French","Quebec",0.000154699255483615
2,1,1,1,"Woman","High school or below",60,"50-64",7,"Other language","Quebec",7.60769806051886e-05
3,0,1,1,"Man","High school or below",65,"65+",7,"Other language","Quebec",3.30880970130787e-05
1,1,1,1,"Woman","University degree",51,"50-64",6,"French","Quebec",1.44181464876159e-05
2,1,1,1,"Man","University degree",54,"50-64",7,"English","Ontario",2.51981900355469e-05
3,1,1,1,"Man","College",56,"50-64",5,"French","Quebec",2.21834473923543e-05
1,0,1,1,"Man","University degree",70,"65+",4,"Other language","Quebec",3.77095907044822e-06
1,0,1,1,"Man","University degree",46,"40-49",6,"English","Ontario",2.04911272528863e-05
3,1,1,1,"Man","University degree",60,"50-64",6,"French","Quebec",8.6994658932138e-06
1,0,1,1,"Man","College",55,"50-64",6,"French","Quebec",2.21834473923543e-05
3,1,1,1,"Man","University degree",57,"50-64",9,"Other language","Quebec",4.32242412506945e-06
2,1,1,1,"Woman","University degree",67,"65+",6,"French","Quebec",1.27087728785114e-05
1,0,1,1,"Woman","University degree",39,"30-39",8,"English","West",4.84166657143126e-05
3,1,1,1,"Woman","University degree",52,"50-64",7,"English","Ontario",2.46564860830745e-05
2,0,1,1,"Man","University degree",29,"18-29",8,"English","Ontario",9.21629520123091e-06
3,1,1,1,"Man","College",48,"40-49",7,"English","West",4.09417161369996e-05
2,0,1,1,"Man","College",18,"18-29",7,"French","Quebec",2.13695160741212e-05
1,1,1,1,"Man","University degree",33,"30-39",5,"English","Ontario",1.47211468785047e-05
2,0,1,1,"Man","University degree",28,"18-29",4,"Other language","West",1.36872542824129e-05
2,0,1,1,"Man","High school or below",61,"50-64",7,"Other language","Quebec",4.59025089388776e-05
2,0,1,1,"Man","College",27,"18-29",10,"Other language","Quebec",1.28504563191578e-05
3,1,1,1,"Man","University degree",28,"18-29",8,"French","Quebec",6.59012186243757e-06
0,0,1,1,"Woman","College",74,"65+",5,"French","Atlantic",0.000271742797488206
1,0,1,1,"Woman","College",50,"50-64",2,"English","West",5.96239095381757e-05
1,0,1,1,"Man","University degree",62,"50-64",6,"French","Quebec",7.18792465614904e-06
4,0,1,1,"Woman","College",52,"50-64",4,"French","Quebec",0.000112695765897231
1,0,1,1,"Man","High school or below",28,"18-29",5,"Other language","West",0.000316311460014984
2,0,1,1,"Woman","College",57,"50-64",6,"Other language","Quebec",3.27203270571452e-05
2,1,1,1,"Man","University degree",71,"65+",4,"French","Quebec",7.58956753632578e-06
3,0,1,1,"Man","University degree",46,"40-49",4,"English","West",1.32660161282772e-05
2,0,1,1,"Man","University degree",52,"50-64",8,"French","Quebec",7.11432615685403e-06
0,0,1,1,"Man","University degree",38,"30-39",10,"French","Quebec",1.05263720144855e-05
2,0,1,1,"Man","University degree",56,"50-64",8,"French","Quebec",7.18792465614904e-06
2,1,1,1,"Man","University degree",46,"40-49",2,"Other language","Quebec",1.82490645342925e-05
2,0,1,1,"Woman","University degree",36,"30-39",8,"French","Quebec",1.74459875528221e-05
2,1,1,1,"Man","University degree",72,"65+",10,"Other language","Quebec",3.73234751815943e-06
5,1,1,1,"Woman","University degree",42,"40-49",6,"French","Quebec",2.9694675314329e-05
2,0,1,1,"Man","College",31,"30-39",3,"Other language","Quebec",2.12527422620568e-05
3,1,1,1,"Man","University degree",69,"65+",2,"English","West",1.72249326008123e-05
2,1,1,1,"Woman","University degree",29,"18-29",7,"English","Atlantic",3.08461791806991e-05
2,1,1,1,"Woman","College",44,"40-49",9,"English","Quebec",2.40238538439241e-05
2,1,1,1,"Woman","University degree",61,"50-64",3,"English","Ontario",2.46564860830745e-05
2,1,1,1,"Woman","College",63,"50-64",9,"English","West",4.92641933111937e-05
1,0,1,1,"Man","College",39,"30-39",3,"French","Quebec",2.55469726311297e-05
1,1,0,1,"Man","College",71,"65+",1,"English","West",5.31597650872406e-05
1,0,1,1,"Man","College",37,"30-39",7,"Other language","Quebec",1.61413191679394e-05
3,1,1,1,"Woman","College",27,"18-29",5,"French","Quebec",5.2415462596378e-05
2,1,1,1,"Woman","University degree",49,"40-49",5,"French","Quebec",2.45351946278616e-05
0,0,1,1,"Man","College",30,"30-39",6,"English","Ontario",4.54325557035506e-05
2,0,1,1,"Woman","University degree",36,"30-39",7,"French","Quebec",1.7626468244214e-05
3,1,1,1,"Man","College",35,"30-39",6,"French","Quebec",2.68420179679873e-05
4,0,1,1,"Man","University degree",84,"65+",4,"Other language","Quebec",4.56395015069333e-06
1,0,1,1,"Woman","University degree",28,"18-29",5,"English","Ontario",2.58394764183212e-05
2,1,1,1,"Man","University degree",36,"30-39",3,"English","West",2.38901686574478e-05
2,0,1,1,"Man","High school or below",77,"65+",8,"Other language","Quebec",3.30880970130787e-05
3,1,1,1,"Man","University degree",72,"65+",2,"French","Quebec",1.57192150571639e-05
2,0,1,1,"Woman","College",24,"18-29",6,"French","Quebec",4.33082215146596e-05
3,1,1,1,"Man","University degree",71,"65+",5,"Other language","Quebec",3.73234751815943e-06
1,0,1,1,"Woman","University degree",62,"50-64",8,"Other language","Ontario",4.67334020833876e-05
3,0,1,1,"Woman","University degree",24,"18-29",6,"English","West",1.86106086507154e-05
3,1,1,1,"Woman","High school or below",18,"18-29",8,"French","Quebec",0.000117189602003576
2,0,1,1,"Woman","College",62,"50-64",6,"French","Quebec",5.44118852772169e-05
2,1,1,1,"Man","College",35,"30-39",2,"Other language","Quebec",4.0461494907662e-05
2,0,1,1,"Man","University degree",63,"50-64",7,"French","Quebec",8.6994658932138e-06
3,1,1,1,"Man","College",54,"50-64",6,"English","West",2.94201435366848e-05
1,1,1,1,"Woman","University degree",39,"30-39",8,"English","Ontario",2.46506419888659e-05
0,0,1,1,"Woman","College",68,"65+",5,"French","Quebec",4.74698887451552e-05
2,0,1,1,"Man","University degree",70,"65+",8,"English","West",8.31655962507671e-06
2,0,1,1,"Man","College",73,"65+",6,"French","Quebec",1.91550695682885e-05
2,0,1,1,"Woman","University degree",65,"65+",7,"Other language","Quebec",7.64235980721395e-06
1,0,1,1,"Man","University degree",81,"65+",1,"Other language","Quebec",4.56395015069333e-06
2,0,1,1,"Man","University degree",71,"65+",8,"Other language","Ontario",2.01176003300496e-05
1,1,1,1,"Man","High school or below",49,"40-49",4,"Other language","Quebec",6.32248685129566e-05
1,0,1,1,"Woman","University degree",51,"50-64",4,"English","West",1.93194575165423e-05
3,0,1,1,"Man","High school or below",48,"40-49",5,"French","Quebec",0.000105139055798009
4,1,1,1,"Man","College",58,"50-64",3,"English","Ontario",7.77669146208027e-05
3,1,1,1,"Man","High school or below",69,"65+",5,"English","Ontario",0.000192891796900629
1,0,1,1,"Man","College",63,"50-64",6,"English","West",2.43083630319108e-05
3,0,1,1,"Man","College",67,"65+",7,"English","West",2.01838696973766e-05
2,1,0,1,"Man","College",63,"50-64",3,"English","West",6.0933849135858e-05
4,1,1,1,"Man","High school or below",57,"50-64",8,"English","Quebec",2.00101864675784e-05
3,1,1,1,"Man","High school or below",21,"18-29",7,"English","West",6.65757109481468e-05
1,0,0,1,"Man","College",67,"65+",2,"English","West",5.31597650872406e-05
1,0,1,1,"Man","University degree",66,"65+",2,"English","West",1.72249326008123e-05
1,1,1,1,"Man","College",66,"65+",5,"English","Ontario",3.27571027688434e-05
2,1,1,1,"Man","University degree",71,"65+",4,"English","West",8.31655962507671e-06
3,0,1,1,"Man","University degree",59,"50-64",5,"French","Ontario",3.16839121067281e-05
2,0,1,1,"Man","University degree",75,"65+",7,"English","Ontario",1.06140214589656e-05
1,1,1,1,"Man","High school or below",60,"50-64",2,"Other language","Quebec",9.50714788712226e-05
3,1,1,1,"Man","College",78,"65+",5,"English","West",2.56666523028581e-05
3,1,1,1,"Man","University degree",76,"65+",2,"English","West",1.72249326008123e-05
1,1,1,1,"Man","University degree",59,"50-64",5,"English","West",9.53277330506541e-06
3,0,1,1,"Man","University degree",69,"65+",7,"English","Ontario",1.06140214589656e-05
0,0,1,1,"Woman","University degree",64,"50-64",7,"French","Atlantic",0.000100927166315157
1,0,1,1,"Man","College",24,"18-29",2,"French","Quebec",5.35670323360549e-05
3,1,1,1,"Woman","College",48,"40-49",7,"English","Ontario",0.000105895611051565
3,1,1,1,"Man","University degree",57,"50-64",6,"Other language","Quebec",4.32242412506945e-06
3,1,1,1,"Man","University degree",59,"50-64",5,"English","Quebec",2.2805057097175e-06
2,0,1,1,"Woman","High school or below",25,"18-29",10,"English","West",0.000134924704295214
1,0,1,1,"Woman","University degree",34,"30-39",5,"English","Ontario",2.46506419888659e-05
1,0,1,1,"Woman","College",30,"30-39",4,"English","West",5.96097774455684e-05
2,0,1,1,"Woman","University degree",22,"18-29",7,"English","Ontario",1.96249138514348e-05
1,0,1,1,"Woman","High school or below",29,"18-29",2,"English","West",0.000134924704295214
3,1,1,1,"Woman","University degree",28,"18-29",3,"English","Ontario",1.8678071732503e-05
2,0,1,1,"Woman","High school or below",28,"18-29",8,"English","Atlantic",0.000223631138707825
3,1,1,1,"Woman","University degree",27,"18-29",7,"English","Ontario",1.96249138514348e-05
2,1,1,1,"Woman","University degree",34,"30-39",8,"English","Ontario",2.98343999812767e-05
2,1,1,1,"Woman","University degree",27,"18-29",4,"French","West",5.8658766876718e-05
3,1,1,1,"Woman","College",23,"18-29",5,"Other language","Quebec",2.60431919424375e-05
2,0,1,1,"Woman","University degree",25,"18-29",4,"English","Ontario",2.37518166750217e-05
2,1,1,1,"Woman","University degree",57,"50-64",7,"English","Ontario",2.03723960099378e-05
1,1,1,1,"Woman","University degree",37,"30-39",7,"English","Atlantic",3.87455519788027e-05
2,1,1,1,"Woman","University degree",73,"65+",9,"English","Ontario",2.15107534915493e-05
3,1,1,1,"Woman","College",29,"18-29",10,"English","West",4.74566442366653e-05
3,1,1,1,"Woman","College",34,"30-39",7,"English","West",7.21450558532899e-05
2,0,1,1,"Woman","University degree",32,"30-39",3,"English","West",1.83829945514802e-05
0,0,1,1,"Woman","University degree",27,"18-29",6,"English","Ontario",2.37518166750217e-05
1,1,1,1,"Woman","University degree",33,"30-39",10,"English","Ontario",2.98343999812767e-05
3,1,1,1,"Woman","University degree",36,"30-39",7,"English","Quebec",1.40183161402296e-05
3,0,1,1,"Woman","College",51,"50-64",5,"English","West",0.000123490706432361
3,1,1,1,"Woman","College",46,"40-49",8,"Other language","Ontario",0.000200712386730806
1,0,1,1,"Woman","College",54,"50-64",8,"English","Ontario",5.9840045010362e-05
4,1,1,1,"Woman","University degree",29,"18-29",7,"English","Ontario",2.37518166750217e-05
2,1,1,1,"Woman","University degree",31,"30-39",8,"English","Ontario",2.46506419888659e-05
2,1,1,1,"Woman","College",52,"50-64",6,"English","Ontario",7.60951022819034e-05
3,1,1,1,"Woman","University degree",24,"18-29",9,"English","West",1.86106086507154e-05
2,0,1,1,"Woman","College",37,"30-39",6,"English","West",0.000149424014324606
1,0,1,1,"Woman","University degree",35,"30-39",9,"English","West",1.93148784077835e-05
2,1,1,1,"Woman","University degree",33,"30-39",4,"Other language","Ontario",4.67223253061144e-05
3,1,1,1,"Woman","University degree",67,"65+",8,"Other language","West",2.51218020110855e-05
1,0,1,1,"Woman","University degree",24,"18-29",10,"English","Ontario",2.37518166750217e-05
3,1,1,1,"Woman","University degree",43,"40-49",8,"English","Quebec",7.78425680758588e-06
1,0,1,1,"Woman","University degree",41,"40-49",4,"English","West",6.73936661660379e-05
1,0,1,1,"Woman","University degree",27,"18-29",6,"English","Ontario",2.37518166750217e-05
2,1,1,1,"Woman","University degree",66,"65+",10,"English","West",1.3926125157937e-05
3,1,1,1,"Woman","High school or below",38,"30-39",2,"English","West",0.000424829679207539
1,0,1,1,"Woman","High school or below",27,"18-29",0,"English","West",0.000338216175454487
3,0,1,1,"Woman","University degree",32,"30-39",8,"English","Ontario",2.46506419888659e-05
2,1,1,1,"Woman","High school or below",21,"18-29",7,"English","Ontario",0.000172197852391975
3,1,1,1,"Woman","University degree",20,"18-29",8,"English","Ontario",2.37518166750217e-05
0,0,1,1,"Woman","University degree",27,"18-29",6,"English","West",1.4635102995153e-05
3,1,1,1,"Woman","University degree",25,"18-29",6,"English","West",1.53769960625771e-05
2,1,1,1,"Woman","University degree",24,"18-29",7,"French","Quebec",1.40328158979575e-05
1,1,1,1,"Woman","University degree",30,"30-39",7,"Other language","Quebec",1.04910612021003e-05
3,1,1,1,"Woman","College",24,"18-29",10,"Other language","Quebec",2.57765308494529e-05
2,1,1,1,"Woman","College",19,"18-29",8,"French","Quebec",4.28647805681415e-05
2,0,1,1,"Woman","College",41,"40-49",9,"Other language","Quebec",4.33374318389301e-05
4,1,1,1,"Woman","University degree",51,"50-64",5,"Other language","Quebec",8.67028345430398e-06
0,0,1,1,"Man","College",65,"65+",3,"English","West",5.31597650872406e-05
3,1,1,1,"Woman","University degree",32,"30-39",8,"English","Ontario",2.46506419888659e-05
3,1,1,1,"Woman","University degree",32,"30-39",6,"English","Ontario",2.46506419888659e-05
1,1,1,1,"Woman","University degree",26,"18-29",9,"English","Ontario",1.96249138514348e-05
2,0,1,1,"Man","University degree",49,"40-49",5,"French","Quebec",1.19824079324315e-05
1,0,1,1,"Man","University degree",27,"18-29",6,"French","Quebec",6.85329491290076e-06
5,1,1,1,"Man","University degree",75,"65+",5,"Other language","Quebec",4.56395015069333e-06
4,1,1,1,"Man","University degree",25,"18-29",6,"French","Quebec",6.92419301484559e-06
2,1,1,1,"Man","University degree",70,"65+",3,"French","Quebec",6.20666366257794e-06
2,1,1,1,"Woman","College",20,"18-29",7,"French","Quebec",4.33082215146596e-05
1,0,1,1,"Woman","College",59,"50-64",9,"English","Ontario",7.60951022819034e-05
3,1,1,1,"Woman","University degree",33,"30-39",9,"Other language","Quebec",1.05995924029045e-05
3,1,1,1,"Woman","University degree",28,"18-29",3,"French","Quebec",3.51761032100217e-05
2,1,1,1,"Woman","College",19,"18-29",5,"French","Quebec",5.2415462596378e-05
1,0,1,1,"Woman","University degree",29,"18-29",5,"Other language","Quebec",1.02131042143405e-05
2,0,1,1,"Woman","University degree",23,"18-29",7,"Other language","Quebec",8.35216268990635e-06
1,0,1,1,"Woman","College",44,"40-49",8,"French","Quebec",7.49454522577242e-05
2,1,1,1,"Man","University degree",61,"50-64",8,"French","Quebec",7.11432615685403e-06
3,1,1,1,"Woman","University degree",27,"18-29",7,"English","West",1.86106086507154e-05
1,0,1,1,"Woman","High school or below",22,"18-29",8,"Other language","Quebec",7.0471406857564e-05
1,0,1,1,"Woman","University degree",45,"40-49",5,"English","Ontario",4.15280474800328e-05
2,1,1,1,"Woman","College",30,"30-39",7,"English","West",5.67337878533136e-05
